organization_name,country_code,appearance_count,latitude,longitude,geocode_status,geocode_display_name,geocode_source,last_checked_at
Osaka Medical and Pharmaceutical University,JP,2,34.84833,135.61678,ok,Osaka Medical and Pharmaceutical University,,2026-03-12T11:28:36+00:00
Osaka Prefectural Toyonaka Support School,JP,1,34.8184700012207,135.48049926757812,ok,Osaka Prefectural Toyonaka Support School,,2026-03-12T05:08:35+00:00
Osaka Research Institute of Industrial Science and Technology,JP,1,34.69379,135.50107,ok,Osaka Research Institute of Industrial Science and Technology,,2026-03-12T07:22:57+00:00
Osaka University,JP,134,34.69374084472656,135.50218200683594,ok,Osaka City University,openalex,2026-03-11T19:59:46+00:00
Osaka University of Arts,JP,1,34.51250457763672,135.6311492919922,ok,Osaka University of Arts,openalex,2026-03-12T03:46:00+00:00
Osaka University of Human Sciences,JP,4,34.77763748168945,135.55030822753906,ok,Osaka University of Human Sciences,openalex,2026-03-12T03:44:44+00:00
Osakidetza,ES,2,42.84998,-2.67268,ok,Osakidetza,openalex,2026-03-12T04:35:47+00:00
Oslo University Hospital,NO,28,59.94860076904297,10.715299606323242,ok,Oslo University Hospital,openalex,2026-03-11T19:46:51+00:00
Ospedale Annunziata di Cosenza,IT,1,39.294204,16.2484384,ok,"Azienda Ospedaliera di Cosenza ""SS. Annunziata"", Via Felice Migliori, Massa, Cosenza, Calabria, 87100, Italy",nominatim,2026-03-12T01:21:40+00:00
Ospedale Antonio Cardarelli,IT,1,40.8652386,14.2241337,ok,"Ospedale Antonio Cardarelli, 9, Via Antonio Cardarelli, Arenella, Municipalità 5, Santa Croce, Naples, Campania, 80131, Italy",nominatim,2026-03-12T01:21:01+00:00
Ospedale Cannizzaro,IT,1,37.541893005371094,15.119389533996582,ok,Ospedale Cannizzaro,openalex,2026-03-12T04:03:32+00:00
Ospedale Generale Regionale Francesco Miulli,IT,3,40.863555908203125,16.803146362304688,ok,Ospedale Generale Regionale Francesco Miulli,openalex,2026-03-12T00:01:18+00:00
Ospedale Infermi di Rimini,IT,1,44.0458821,12.5878948,ok,"Ospedale Infermi Rimini, Viale Luigi Settembrini, Villaggio 1° maggio, Rimini, Emilia-Romagna, 47920, Italy",nominatim,2026-03-12T01:23:59+00:00
Ospedale Maggiore,IT,1,45.5098717,9.186033,ok,"ASST Grande Ospedale Metropolitano Niguarda, Via Carlo Moreschi, Parco Nord, Municipio 9, Milan, Lombardy, 20161, Italy",nominatim,2026-03-12T10:46:01+00:00
Ospedale Misericordia - Grosseto,IT,4,42.76295852661133,11.109410285949707,ok,Ospedale Misericordia - Grosseto,openalex,2026-03-11T20:29:07+00:00
Ospedale Policlinico San Martino,IT,8,44.41009521484375,8.972800254821777,ok,Ospedale Policlinico San Martino,openalex,2026-03-11T19:50:23+00:00
Ospedale Regionale di Bellinzona e Valli,CH,1,46.19458770751953,9.031864166259766,ok,Ospedale Regionale di Bellinzona e Valli,openalex,2026-03-12T01:08:08+00:00
Ospedale San Donato,IT,1,43.462005615234375,11.86650562286377,ok,Ospedale San Donato,openalex,2026-03-12T00:23:53+00:00
Ospedale San Luigi Gonzaga,IT,6,45.00547,7.53813,ok,Ospedale San Luigi Gonzaga,openalex,2026-03-11T20:18:59+00:00
Ospedale Valduce,IT,5,45.80819,9.0832,ok,Ospedale Valduce,openalex,2026-03-12T00:32:28+00:00
Ospedale Versilia,IT,2,43.9143842,10.2239013,ok,"Ospedale Versilia, 335, Strada Statale Aurelia, Marina di Pietrasanta, Camaiore, Unione dei comuni della Versilia, Lucca, Tuscany, 55041, Italy",nominatim,2026-03-12T01:46:06+00:00
Ospedale Vincenzo Cervello,IT,5,38.132049560546875,13.335610389709473,ok,Ospedale Vincenzo Cervello,openalex,2026-03-11T20:16:08+00:00
Ospedale Vito Fazzi,IT,1,40.3256515,18.1639792,ok,"Ospedale Vito Fazzi, Tangenziale Ovest, San Cesario di Lecce, Lecce, Apulia, 73016, Italy",nominatim,2026-03-12T01:23:29+00:00
Ospedali Riuniti Marche Nord,IT,3,43.90852737426758,12.90549087524414,ok,Ospedali Riuniti Marche Nord,openalex,2026-03-11T20:12:05+00:00
Ospedali Riuniti di Ancona,IT,3,43.6020639,13.453723,ok,"Ospedali Riuniti - Presidio ospedaliero ""Umberto I"", 71, Via Conca, Torrette, Ancona, Marche, 60126, Italy",nominatim,2026-03-11T21:59:38+00:00
Otherlab,US,3,37.7589764,-122.411733,ok,"Otherlab, 3101, 20th Street, Potrero Hill, Mission District, San Francisco, California, 94110, United States",nominatim,2026-03-12T06:27:42+00:00
Ottawa Hospital,CA,2,45.41117,-75.69812,ok,Ottawa Hospital,openalex,2026-03-11T19:40:04+00:00
Otto-von-Guericke University Magdeburg,DE,16,52.14030555555556,11.643194444444445,ok,Otto von Guericke University Magdeburg,wikipedia_wikidata,2026-03-11T21:35:05+00:00
Ottobock (Germany),DE,2,51.5122028,10.2591816,ok,"Ottobock, 36, Marktstraße, Duderstadt, Landkreis Göttingen, Lower Saxony, 37115, Germany",nominatim,2026-03-12T10:56:34+00:00
Oxford Brookes University,GB,2,51.752220153808594,-1.2559599876403809,ok,Oxford Brookes University,openalex,2026-03-11T20:20:58+00:00
Oxford Centre for Computational Neuroscience,GB,1,51.76493835449219,-1.2206230163574219,ok,Oxford Centre for Computational Neuroscience,openalex,2026-03-12T03:44:47+00:00
Oxford Research Group,GB,5,51.52457809448242,-0.08461599797010422,ok,Oxford Research Group,openalex,2026-03-12T03:42:51+00:00
Oxford University Hospitals NHS Trust,GB,11,51.75434494018555,-1.2093130350112915,ok,Oxford University Hospitals NHS Trust,openalex,2026-03-11T19:55:54+00:00
PATH To Reading,US,4,33.036991119384766,-117.29197692871094,ok,PATH To Reading,openalex,2026-03-12T03:38:28+00:00
PES University,IN,3,12.93381944,77.53447778,ok,PES University,wikipedia_wikidata,2026-03-12T08:40:57+00:00
PLA 306 Hospital,CN,2,15.1857914,104.0531878,ok,"โรงพยาบาลเมืองจันทร์, ศก.5030, บ้านหนองใหญ่, หนองใหญ่, อำเภอเมืองจันทร์, จังหวัดศรีสะเกษ, 33120, ประเทศไทย",,2026-03-12T10:37:58+00:00
PLA Academy of Military Science,CN,1,40.005858,116.255467,ok,People's Liberation Army Academy of Military Sciences,wikipedia_wikidata,2026-03-12T09:09:33+00:00
PLA Army Engineering University,CN,9,32.061668395996094,118.77777862548828,ok,PLA Army Engineering University,openalex,2026-03-12T01:01:32+00:00
PLA Army Service Academy,CN,3,29.532644271850586,106.51499938964844,ok,PLA Army Service Academy,openalex,2026-03-12T03:55:13+00:00
PLA Navy General Hospital,CN,7,39.907501220703125,116.39723205566406,ok,PLA Navy General Hospital,openalex,2026-03-11T19:42:48+00:00
PLA Rocket Force University of Engineering,CN,7,34.258331298828125,108.9286117553711,ok,PLA Rocket Force University of Engineering,openalex,2026-03-12T00:08:53+00:00
PLUX - Wireless Biosignals (Portugal),PT,1,38.73747253417969,-9.147701263427734,ok,PLUX - Wireless Biosignals (Portugal),openalex,2026-03-12T04:26:43+00:00
PRG S&Tech (South Korea),CN,1,35.24166667,129.09166667,ok,PRG S&Tech (South Korea),wikidata_search,2026-03-27T00:12:03+00:00
PTC (United States),US,4,42.295326232910156,-71.21451568603516,ok,PTC (United States),openalex,2026-03-12T04:21:13+00:00
Pacific Lutheran University,US,1,47.25288009643555,-122.44429016113281,ok,Pacific Lutheran University,openalex,2026-03-11T20:31:37+00:00
Pacific Northwest National Laboratory,US,3,46.28569030761719,-119.28446197509766,ok,Pacific Northwest National Laboratory,openalex,2026-03-12T03:16:45+00:00
Paderborn University,DE,9,51.719051361083984,8.754389762878418,ok,Paderborn University,openalex,2026-03-12T03:36:46+00:00
Pain and Rehabilitation Medicine,CN,2,31.2206121,121.4679482,ok,Ruijin Hospital,manual_copy:Ruijin Hospital,2026-03-27T10:30:15+00:00
Palmerston North Hospital,NZ,1,-40.354911,175.609511,ok,Palmerston North,wikipedia_wikidata,2026-03-11T23:12:17+00:00
Palo Alto University,US,7,37.38228225708008,-122.18754577636719,ok,Palo Alto University,openalex,2026-03-11T19:46:28+00:00
Pamela Youde Nethersole Eastern Hospital,CN,6,22.269550323486328,114.23641967773438,ok,Pamela Youde Nethersole Eastern Hospital,openalex,2026-03-11T20:16:26+00:00
Panasonic (Japan),JP,21,34.743953704833984,135.5719757080078,ok,Panasonic (Japan),openalex,2026-03-12T00:35:54+00:00
Pancreatic Cancer Action Network,US,1,33.88474,-118.41091,ok,Pancreatic Cancer Action Network,openalex,2026-03-12T00:50:20+00:00
Pandit Deendayal Petroleum University,IN,1,23.15393611111111,72.66685555555556,ok,Pandit Deendayal Energy University,wikipedia_wikidata,2026-03-12T06:46:43+00:00
Papworth Hospital,GB,1,52.173438,0.135752,ok,Royal Papworth Hospital,wikipedia_wikidata,2026-03-11T21:21:45+00:00
Parc Científic de la Universitat de València,CZ,2,39.5156723,-0.4238263,ok,"Parc Científic de la Universitat de València, Carrer del Catedràtic José Beltrán Martíne, Lloma Llarga, la Coma, Paterna, l'Horta Nord, València / Valencia, Comunitat Valenciana, 46110, España",,2026-03-12T03:39:39+00:00
Paris-Est Sup,FR,43,48.849998474121094,2.5999999046325684,ok,Paris-Est Sup,openalex,2026-03-11T20:01:18+00:00
ParisTech,FR,2,48.85341,2.3488,ok,ParisTech,openalex,2026-03-11T20:11:12+00:00
Park University,US,1,13.01268,80.236362,ok,Anna University,wikipedia_wikidata,2026-03-12T12:06:34+00:00
Parker Hannifin (United States),US,1,42.3896831,-85.4609095,ok,"Parker Hannifin, 8676, East C Avenue, Richland, Kalamazoo County, Michigan, 49083, United States",nominatim,2026-03-12T02:40:24+00:00
Pasargad Institute for Advanced Innovative Solutions,IR,1,35.75901794433594,51.400691986083984,ok,Pasargad Institute for Advanced Innovative Solutions,,2026-03-12T08:36:04+00:00
Paul Pascal Research Center,FR,4,44.800854,-0.615742,ok,Paul Pascal Research Center,wikidata_search,2026-03-27T00:12:38+00:00
Paul Scherrer Institute,CH,1,47.536111111111,8.2227777777778,ok,Paul Scherrer Institute,wikipedia_wikidata,2026-03-12T11:03:49+00:00
Peddie School,US,1,40.264,-74.522,ok,Peddie School,wikipedia_wikidata,2026-03-12T04:59:21+00:00
Peking Union Medical College Hospital,CN,31,39.91328811645508,116.41742706298828,ok,Peking Union Medical College Hospital,openalex,2026-03-11T20:22:15+00:00
Peking University,CN,255,39.9075,116.39723,ok,Peking University,openalex,2026-03-11T19:42:43+00:00
Peking University Cancer Hospital,CN,6,39.92726516723633,116.28932189941406,ok,Peking University Cancer Hospital,openalex,2026-03-12T03:54:14+00:00
Peking University First Hospital,CN,2,39.93011,116.37426,ok,Peking University First Hospital,wikipedia_wikidata,2026-03-12T11:18:26+00:00
Peking University People's Hospital,CN,6,39.907501220703125,116.39723205566406,ok,Peking University People's Hospital,openalex,2026-03-11T19:53:21+00:00
Peking University Shenzhen Hospital,CN,2,22.55612564086914,114.04913330078125,ok,Peking University Shenzhen Hospital,openalex,2026-03-12T00:56:08+00:00
Peking University Shougang Hospital,CN,1,39.9284782409668,116.20323181152344,ok,Peking University Shougang Hospital,,2026-03-12T09:43:42+00:00
Peking University Sixth Hospital,CN,2,39.989722222222,116.30527777778,ok,Peking University,wikipedia_wikidata,2026-03-12T07:06:00+00:00
Peking University Stomatological Hospital,CN,2,39.96280288696289,116.36436462402344,ok,Peking University Stomatological Hospital,openalex,2026-03-12T00:15:47+00:00
Peking University Third Hospital,CN,4,39.907501220703125,116.39723205566406,ok,Peking University Third Hospital,openalex,2026-03-11T19:48:09+00:00
Peng Cheng Laboratory,CN,41,22.6286412,113.9297268,ok,"Pengcheng Laboratory Shibilong Park, 6001, Shahe West Rd, Yangguang, Xili Sub-District, Nanshan District, Shenzhen, Guangdong, 518000, China",nominatim,2026-03-11T21:07:09+00:00
Penn Center for AIDS Research,US,2,39.94993591308594,-75.1987075805664,ok,Penn Center for AIDS Research,openalex,2026-03-11T20:19:33+00:00
Penn State Milton S. Hershey Medical Center,US,6,40.264060974121094,-76.67450714111328,ok,Penn State Milton S. Hershey Medical Center,openalex,2026-03-11T19:39:40+00:00
Pennsylvania Hospital,US,2,39.945343017578125,-75.15571594238281,ok,Pennsylvania Hospital,openalex,2026-03-12T00:25:53+00:00
Pennsylvania State University,US,52,40.79339,-77.86,ok,Pennsylvania State University,openalex,2026-03-12T01:01:16+00:00
People's Hospital of Cangzhou,CN,2,38.314727783203125,116.83650207519531,ok,People's Hospital of Cangzhou,openalex,2026-03-12T00:04:41+00:00
People's Hospital of Xinjiang Uygur Autonomous Region,CN,3,43.80096,87.60046,ok,People's Hospital of Xinjiang Uygur Autonomous Region,openalex,2026-03-12T00:04:38+00:00
People's Liberation Army No. 150 Hospital,CN,2,34.6154899597168,112.37383270263672,ok,People's Liberation Army No. 150 Hospital,openalex,2026-03-11T20:16:28+00:00
Peoples' Friendship University of Russia,RU,4,55.65111111111111,37.505,ok,Patrice Lumumba Peoples' Friendship University of Russia,wikipedia_wikidata,2026-03-11T22:25:14+00:00
People’s Hospital of Rizhao,CN,1,35.41413879394531,119.52908325195312,ok,People’s Hospital of Rizhao,openalex,2026-03-12T03:41:36+00:00
Perceptive Engineering (United Kingdom),GB,8,53.344173431396484,-2.6370270252227783,ok,Perceptive Engineering (United Kingdom),,2026-03-12T09:03:29+00:00
Peter MacCallum Cancer Centre,AU,8,-37.81399917602539,144.96331787109375,ok,Peter MacCallum Cancer Centre,openalex,2026-03-11T20:06:12+00:00
Philadelphia University,US,4,39.956441,-75.188686,ok,Drexel University,wikipedia_wikidata,2026-03-11T22:15:07+00:00
Philadelphia VA Medical Center,US,4,39.9479866027832,-75.20004272460938,ok,Philadelphia VA Medical Center,openalex,2026-03-12T04:18:04+00:00
Philipps University of Marburg,CH,1,50.810833333333,8.7736111111111,ok,University of Marburg,wikidata_search,2026-03-27T00:12:46+00:00
Philips (Finland),FI,1,60.29280471801758,24.972267150878906,ok,Philips (Finland),openalex,2026-03-11T19:53:11+00:00
Philips (Germany),DE,6,53.55253219604492,9.968988418579102,ok,Philips (Germany),openalex,2026-03-12T00:15:03+00:00
Philips (India),IN,3,28.4950008392334,77.09339141845703,ok,Philips (India),openalex,2026-03-12T03:51:25+00:00
Philips (Netherlands),NL,7,52.37403,4.88969,ok,Philips (Netherlands),openalex,2026-03-12T00:51:28+00:00
Philips (Spain),DE,1,50.7745295,6.1305759,ok,"Philips, Philipsstraße, Gewerbegebiet Rothe Erde, Rothe Erde, Aachen-Mitte, Aachen, Aachen (district), North Rhine-Westphalia, 52068, Germany",nominatim,2026-03-12T10:36:52+00:00
Philips (United Kingdom),CH,2,47.262799,8.5916996,ok,"Philips, 87, Seestrasse, Vorder Maurimoos, Horgen, Bezirk Horgen, Zurich, 8810, Switzerland",nominatim,2026-03-12T11:50:50+00:00
Philips (United States),US,9,42.65842819213867,-71.13700103759766,ok,Philips (United States),openalex,2026-03-12T00:36:08+00:00
Photon Systems (United States),US,1,34.09117889404297,-117.92156219482422,ok,Photon Systems (United States),openalex,2026-03-12T00:13:12+00:00
Photonic Science (United Kingdom),FI,1,50.8688335,0.5525284,ok,"Photonic Science & Engineering, 22, Theaklen Drive, Ponswood Industrial Estate, St Leonards Green, St Leonards, Hastings, East Sussex, England, TN38 9AZ, United Kingdom",,2026-03-12T00:37:39+00:00
Physikalisch-Technische Bundesanstalt,DE,2,52.295277777778,10.463611111111,ok,Physikalisch-Technische Bundesanstalt,wikipedia_wikidata,2026-03-12T11:19:22+00:00
Piaggio (Italy),IT,145,43.661502838134766,10.628533363342285,ok,Piaggio (Italy),openalex,2026-03-11T19:38:14+00:00
Piaggio Aerospace (Italy),IT,11,44.40478,8.94439,ok,Piaggio Aerospace (Italy),openalex,2026-03-11T19:38:17+00:00
Pidstryhach Institute for Applied Problems of Mechanics and Mathematics,UA,1,49.798465728759766,24.00939178466797,ok,Pidstryhach Institute for Applied Problems of Mechanics and Mathematics,openalex,2026-03-12T04:22:45+00:00
Ping An (China),CN,2,39.9313232,116.3651624,ok,"Ping'anli, Ping'anli West Avenue, 官园社区, Xinjiekou Subdistrict, 首都功能核心区, Xicheng District, Beijing, 100032, China",nominatim,2026-03-12T08:15:11+00:00
Pioneer (United States),US,1,33.4157207,-111.819598,ok,"Pioneer Park Rose Garden, East Main Street, Mesa, Maricopa County, Arizona, 85203, United States",nominatim,2026-03-12T02:21:18+00:00
Pirogov Russian National Research Medical University,RU,7,55.752220153808594,37.61555862426758,ok,Pirogov Russian National Research Medical University,openalex,2026-03-12T00:02:55+00:00
Pitié-Salpêtrière Hospital,FR,4,48.85341,2.3488,ok,Pitié-Salpêtrière Hospital,openalex,2026-03-11T20:16:33+00:00
Pius Hospital Oldenburg,DE,1,53.14373016357422,8.210498809814453,ok,Pius Hospital Oldenburg,openalex,2026-03-12T03:41:49+00:00
Pohang Iron and Steel (South Korea),KR,6,35.99889373779297,129.38900756835938,ok,Pohang Iron and Steel (South Korea),,2026-03-11T22:35:22+00:00
Pohang University of Science and Technology,KR,136,36.010883333333,129.32266944444,ok,Pohang University of Science and Technology,wikipedia_wikidata,2026-03-11T22:33:55+00:00
Polish Academy of Sciences,PL,1,52.22977,21.01178,ok,Polish Academy of Sciences,openalex,2026-03-12T00:32:04+00:00
Politecnico di Milano,IT,360,45.46427,9.18951,ok,Politecnico di Milano,openalex,2026-03-11T19:38:04+00:00
Polyclinique de Bordeaux-Tondu,FR,1,44.829532623291016,-0.5873469710350037,ok,Polyclinique de Bordeaux-Tondu,openalex,2026-03-11T20:29:12+00:00
